train_loss,val_loss
0.09971838818486048,0.08714553518982943
0.0915233252694457,0.07601758105282536
0.07897152086108893,0.07108142893173976
0.07573529299448875,0.062419381297515064
0.07184276085046092,0.07119092661255372
0.07032800398224728,0.06233605321593389
0.06738332363731364,0.06271564518798611
0.066978526012907,0.06115863372584779
0.0622980456654417,0.05587077650897755
0.058140312838679174,0.05356104268939671
0.0561396162678392,0.055584400423808016
0.05530537684203858,0.052147916244889445
0.05450008193389368,0.05087302829661293
0.05443897052247408,0.05144277780861436
0.053535289676156145,0.05134841446539837
0.05319210333175816,0.05237029559776454
0.0530164264335649,0.05328460604309322
0.052582346400615584,0.053081467316417164
0.0524137039053238,0.05270979166060626
