train_loss,val_loss
0.08672108244919706,0.07593757919446675
0.07143963114585976,0.07932606564013069
0.06655416274415413,0.06535169058395716
0.06581106621508347,0.06580813413489603
0.06437885329677005,0.06752009124693995
0.06464541542639998,0.06480354495986017
0.0631700631264497,0.06435351493115911
0.06396088482123073,0.06392719778055678
0.06322919439193853,0.07887907296478629
0.06350116839526539,0.0632697602291545
0.06325663918868851,0.06679825080250076
0.06310178267426886,0.06588137985584502
0.06322967840111623,0.06831561262438635
0.06310075560096254,0.06937768593608976
0.06314932059492927,0.06637650691047162
0.06270774513304768,0.073730889521911
