train_loss,val_loss
0.09086703236473878,0.07039688018981569
0.0841319522303218,0.06502451728323025
0.0784017601099649,0.08021082481492066
0.0726091687754168,0.06246783713737648
0.0695775806651277,0.06417464533311402
0.0678926413564953,0.06299262948914203
0.06743224936046248,0.06300828202874836
0.06493054621909575,0.06057063481229508
0.06049090291810773,0.056366856769470876
0.057723192473945924,0.057171744233119985
0.05532529577241462,0.052267725886163595
0.05435082841579127,0.05180325170982621
0.05407385934043976,0.05168072474811843
0.05302748235976946,0.052611291244953215
0.052804010105899656,0.05365469115237871
0.05269001222634363,0.05200350485340564
0.05210364689068091,0.05126441907353268
0.05148519599737817,0.053170120588944346
0.05138032950260347,0.05119929792816767
0.05145646068652867,0.054446706797429426
0.05104025873399209,0.05538302005645995
0.05048326639493821,0.05313513480022758
0.04954934084150989,0.052464350515199515
0.050375743263056605,0.0514988573546895
0.04947299608665473,0.0530307263418467
