train_loss,val_loss
0.09245460363084512,0.07108020664242927
0.08143762643945776,0.06071025536148372
0.07866668317128987,0.06258978996567145
0.07365163626633993,0.05955175530470298
0.06965335712936202,0.060372699646952147
0.06847153922704495,0.061931035862473435
0.0644683181749265,0.05942102401943026
0.06369299322351858,0.05954895176722142
0.059825630433270605,0.05866749837488947
0.05866125521666982,0.057925380587934734
0.05634300822646525,0.056382204288851004
0.054548473629435656,0.05625940988699119
0.053802626970728275,0.058611416218880406
0.05139609112043086,0.06213465706257525
0.050591115443294095,0.054558728983302315
0.04956709963463596,0.05622061752452108
0.04767181738052268,0.059597703064987045
0.04693282289376644,0.0626614710646951
0.046852413206505156,0.05650411300851913
0.04545913179844232,0.058299606156622816
0.045105974623563874,0.05909314585808746
