train_loss,val_loss
0.09036363799455516,0.09505808050047138
0.08064983549675461,0.0942990580599703
0.07543298906664311,0.09350639084974925
0.07078870125152059,0.06289211509678654
0.07080036417348078,0.06470715874683357
0.068227606297193,0.062471735136892026
0.06678180536208814,0.06821264502055155
0.06666562057741855,0.0653062731235803
0.06477353680258614,0.060943393441969286
0.060811079577993185,0.05680564058546773
0.05781450423812225,0.0575108686889598
0.05611531371074326,0.054694478375885536
0.056087193577917124,0.05420528057062935
0.05503094072267042,0.054768464626547345
0.05411934754546594,0.054130065583897206
0.05430328438164349,0.05365881075461706
0.053492068783830435,0.052815246196861516
0.054325913210006675,0.052570696146842726
0.053419858142956425,0.05309670395450202
0.052835660421123296,0.05195516105481013
0.05319747901851254,0.054569082319766225
0.05352905755519035,0.052696294201437587
0.0530745888413009,0.052136001825897754
0.052901872419793966,0.053082142081000136
0.05236389876481662,0.05287182984684042
0.05291368301627287,0.05251746681219566
