train_loss,val_loss
0.09046911987534549,0.1019474571931386
0.07821532885580215,0.08650764315844534
0.0761263644098047,0.06737981736660004
0.07380747168899653,0.11372444628479476
0.07056926540725847,0.07256442015458962
0.06853808239028081,0.07570379209554123
0.06838705029676585,0.06396926967743152
0.06757295541725272,0.06379636628423146
0.0665845302632775,0.06284558315001086
0.06568231731876062,0.06518404031109191
0.06481307262883466,0.0671277650280627
0.0648177052408843,0.06639248152038532
0.06386940939312918,0.0633005350233314
0.06392448243953414,0.06382992151314151
0.06315357315679966,0.0640650649746497
