train_loss,val_loss
0.08842184974747902,0.07035060603164152
0.07233688590726847,0.06650439223010621
0.06433897809397544,0.06646567792771105
0.06154997153941204,0.06450297509481807
0.05919198763899409,0.06288832628322456
0.05615085514925294,0.06190380855591711
0.054865235197223194,0.061981813294326
0.05301780996478329,0.05901205334477796
0.051661321390067357,0.06048678663259971
0.04968897732771406,0.06037854152673971
0.04789490836597273,0.058675640238497306
0.04670377216438353,0.058278794655067
0.047357225031076616,0.05934234192509375
0.04500458034819525,0.05820763962503203
0.04353958848912124,0.058243751979457165
0.04395026787149823,0.05791143485588466
0.04290607878761895,0.05895790500852638
0.042264393091588054,0.05740212062429525
0.0424297804148461,0.05917063504160045
0.04166743325687952,0.059018008589387654
0.04074646614246806,0.058652433211693986
0.03926019337128547,0.059884688989844864
0.04088161978963484,0.05848269685061868
0.03931874592239752,0.0585632371212432
