train_loss,val_loss
0.09507258602623213,0.06256519281816578
0.08653485376094416,0.07285261346016102
0.0817067925692912,0.08192758119391824
0.07702609738437152,0.063194036602736
0.07542450889454763,0.07198034402377115
0.07349916838354627,0.07214199369420073
0.0681183756786888,0.05644932740224812
0.06320728705536689,0.056790573176688064
0.061808123932046405,0.05374372221841783
0.05935111434262985,0.051471764508062255
0.05878147571640143,0.05304648811945658
0.05743334378122333,0.051447510288028186
0.05603654932969827,0.051733749318206144
0.05613076215533768,0.05236665260589527
0.05490129969546113,0.05210814720201873
0.054860085159807594,0.05180842262839605
0.05449707551319839,0.052103581810425854
0.05410173987358779,0.0516286411967701
